Sender	Receiver	Amount	Priority
NIN	QFW	437	U
FVE	EVJ	612	U
SLR	EFC	204	HU
URY	PGR	513	N
WEW	HMA	454	U
HNK	KZS	774	N
XTP	KPC	739	U
HTL	AOF	528	U
QRM	RTI	630	HU
XXS	CBH	328	N
WVY	RYC	781	U
IGF	QHW	831	U
PGZ	JMX	288	U
DRV	VKC	590	N
YYU	PHV	470	U
EOU	AVF	382	N
TRK	TKA	562	U
WKT	URW	214	HU
GYS	NCW	577	HU
GMI	ZWP	672	N
OCX	DWZ	435	N
BUP	LHY	174	U
UWM	CEP	798	N
DWF	BMT	385	HU
XAH	RQF	932	N
VLG	UNO	150	HU
QGP	XVV	586	U
MLJ	III	687	N
NVN	PAE	446	HU
BWO	YCO	411	HU
EEB	ITQ	788	U
CCI	FVG	623	U
HEG	FUZ	463	U
RWW	XAD	678	N
KNR	VNU	488	N
GRC	GWX	220	N
IJD	ZGI	471	N
PUN	YCO	240	N
CIN	XEW	280	U
FWK	TLF	48	HU
FRP	VCH	565	U
XWG	VWW	861	U
QSJ	UWT	633	HU
AXT	AOF	874	U
LWN	UPD	515	N
CIR	FQM	631	U
ZGI	XAD	464	HU
YKU	HDZ	423	HU
KRA	GQI	495	U
RDO	MYZ	621	N
KIK	FPI	458	U
DPJ	CIC	520	U
OUQ	CHS	173	N
XLY	BGA	463	HU
QVN	CDE	558	HU
TKJ	RBX	635	N
QGE	GXL	668	HU
RWT	UEA	434	HU
QKC	OTD	640	HU
OJH	BLT	577	HU
BAE	ZTW	578	HU
GTY	HMZ	407	HU
FSX	NXQ	561	HU
EUI	CTR	383	N
TNS	YXQ	741	U
XHU	AJU	535	U
PTO	WKT	96	N
HWA	BAB	282	HU
JRS	ACC	490	N
THN	QQE	885	HU
XVT	GWX	1115	N
FVE	BQI	436	HU
BLT	ZZE	349	N
SIM	YKU	549	N
FUX	OVQ	357	U
BAB	JYB	895	U
SDS	PPI	372	U
YBV	CBJ	420	HU
XOT	FZP	641	N
JMU	UEK	761	N
WCN	RQR	212	HU
PPW	PGR	448	U
AXX	LKF	611	HU
UYY	SQA	915	N
KFE	PKO	620	N
OMK	WNA	520	U
DVB	KUI	689	N
SAQ	SSP	318	U
ZIH	UFZ	230	U
BHV	TSF	224	N
RKE	ZXZ	643	U
NRH	QFW	382	N
IVV	MDP	601	HU
UEB	SOD	914	N
FTT	CXU	683	U
XWG	MYL	640	N
VKA	KWZ	674	HU
HBP	IAR	486	U
EUI	WGM	592	HU
DVT	LPO	177	U
HZE	TUF	468	N
VKS	XJY	242	HU
KAP	FVE	313	N
III	DQP	625	U
OMK	PBY	439	U
HSX	HGW	591	HU
ZIM	YGM	532	N
QGE	BWO	432	HU
WTO	LBB	318	U
YFV	WSK	742	U
RCS	VQE	436	HU
XAP	MGI	353	N
NBS	NQP	722	N
BLT	BUP	520	N
JBT	SUS	343	N
YAD	JHG	267	HU
IKW	EPW	563	HU
VSG	OBI	476	U
ILT	UHB	346	U
AUE	PGP	497	HU
AJY	AJH	654	U
MHM	YVI	485	U
WPO	LKF	829	HU
KVY	RPP	730	HU
CUK	SRZ	417	HU
BHP	DOJ	429	N
OBF	VEK	376	HU
FVE	FCU	363	N
FPI	ZVX	521	N
HFJ	JMU	837	N
FAS	JOJ	444	HU
HRI	BFY	725	N
YQI	EVJ	376	U
UAD	KAP	477	U
VNP	JLY	894	N
SBH	ZTU	138	U
WGM	UWR	633	U
NZY	GOJ	514	N
HGD	WVY	754	N
HGA	RSU	332	U
JZZ	EUI	495	N
GGJ	HPD	426	U
YFF	DVB	316	HU
UEB	UBZ	448	U
DVH	QVN	843	HU
XPK	NQP	294	N
XSS	KPY	301	HU
GQI	DQP	462	U
MLW	YVJ	382	HU
THN	DWF	880	U
BOD	RGG	609	N
MGI	UES	397	N
XGS	NDU	359	U
UEN	JXG	511	U
YXD	VIX	479	U
WMF	XLY	878	HU
PGP	FGF	575	U
BAC	ZFS	516	N
ZIH	BGC	424	N
HIB	SWT	642	U
NDQ	GBV	53	HU
RTI	DMP	198	N
BHA	ZIH	191	U
GQI	XPK	1058	U
RDQ	IJD	662	HU
AUE	JIJ	656	U
LPO	PML	349	N
HNK	HBP	420	N
ZCV	GOX	147	U
JWA	HWA	1071	HU
CIM	MNT	205	U
JND	SWV	637	HU
EFC	UYU	939	HU
SFB	XTP	681	U
SFL	LOB	399	HU
XED	SWL	565	HU
WMF	FCU	418	HU
HIB	MFI	651	U
TKA	HXK	925	N
RPD	DYE	340	U
CHM	DOO	407	HU
DNH	JCZ	171	N
XMX	HES	519	N
KPY	PAD	599	N
YFV	YMC	242	N
RGQ	RWC	332	HU
YKD	SIF	595	U
QRM	QTZ	742	HU
ODH	ECV	717	U
MLW	HFJ	524	U
MYT	SIM	700	N
XWM	NQP	369	U
YGM	SWN	436	U
XSK	IPZ	420	U
MYZ	ODH	113	N
GYS	MGI	463	U
QYJ	UYB	661	U
VCD	QZO	355	HU
JRF	ZAG	541	N
AAK	XAD	265	N
XUL	QZJ	442	U
ZOP	VRW	625	U
MYG	RPD	736	N
TPT	LGB	436	U
GZM	NIU	325	U
PNU	KKP	397	N
PPI	CUK	519	U
ENT	OQA	649	U
ZQJ	BTW	282	N
KDV	HPD	214	N
BSF	FIW	698	N
TKA	TWD	136	U
RAE	TYP	671	N
SKK	DDV	667	N
OVR	CDE	314	N
SIV	NGH	673	U
BAX	FLV	443	N
DEG	OJA	578	U
RPD	LGB	453	HU
OVQ	QGE	762	N
RGG	DQP	854	U
CNE	WXR	765	N
UBZ	SST	881	N
DMP	OUF	285	HU
QES	FPR	652	U
FCT	WTO	472	U
BKZ	KHM	504	N
TKE	CHS	156	N
KKP	LPK	381	U
OBY	NYT	404	U
HXK	LGV	742	HU
XAD	MOI	406	N
YYE	VKG	462	HU
CFU	QMI	497	U
VSJ	GVY	643	U
UQR	VSQ	636	HU
VSJ	JHG	514	HU
BUS	XJY	862	HU
OCA	JPB	222	U
XWM	BOD	401	HU
XTN	AGK	758	U
RVY	IHN	539	U
VLW	EFK	593	N
SIV	JNF	595	N
FSX	ZVX	802	N
NCD	UIO	558	HU
RCS	AYI	348	N
PNU	SLU	240	N
PRS	SOY	423	U
EBF	YVB	931	U
TSM	DDK	375	N
URY	SFM	469	N
SDJ	TPT	663	U
WVY	AKI	715	N
CGO	THN	774	U
UWT	URW	557	HU
SMD	NUT	720	U
MTP	WGA	637	HU
TRA	IOY	397	N
PGP	JAZ	580	N
ZUO	FJQ	223	HU
JLJ	ERF	444	HU
RCT	KOK	546	U
RKX	XVV	664	N
YZK	ZVD	264	N
GIC	CHM	268	HU
PUN	LPO	731	N
MTP	YPC	505	U
VQO	WER	682	U
FVG	TBY	543	N
NIN	MHR	548	HU
ODH	RWT	736	U
FVE	WCN	664	U
BXQ	PAE	476	U
CST	NIU	454	N
YFV	JKR	356	N
ZVD	LIP	512	U
KFE	ZTW	379	N
YXD	KPC	678	HU
UQR	WTJ	112	N
WCB	HGW	269	HU
NTD	VKG	802	HU
AXK	RWH	651	N
YVJ	ODH	419	N
ZIM	MYG	881	U
OUF	VSQ	573	N
RGG	XWM	361	N
KGO	ZUL	438	HU
MHM	NWY	406	HU
AKI	BMT	612	HU
URW	YBW	835	U
MDP	LAE	662	HU
YQI	RVS	111	HU
ATK	UEB	617	HU
ISF	JMU	834	U
QVN	EQF	1149	N
UWR	ZQM	530	HU
TBY	XAH	338	HU
CDE	RQF	541	HU
KUI	WFM	510	U
PHV	BNC	223	HU
NGF	VSF	187	N
GZO	OMK	710	U
UYG	DDK	899	HU
MHR	TGZ	353	HU
OCX	PGE	239	U
HZZ	XKJ	307	U
YRG	HMZ	725	N
SSP	FUX	361	U
GWQ	QSD	277	U
EDR	PNU	643	N
DEG	UUZ	646	HU
YZF	EFU	719	HU
GOX	LNA	648	HU
NDQ	JAZ	591	HU
KEU	DYX	647	HU
MCY	BAC	650	N
GZM	ONK	748	HU
VOA	YAR	297	HU
SSP	GBP	51	N
RXJ	UWM	486	HU
OJA	KQU	178	U
GYR	HSU	498	N
MGS	NGS	240	N
JTW	DGN	372	N
ZWD	EJZ	168	HU
EOB	NIU	622	U
PGD	QSZ	622	N
QSD	EIQ	843	HU
NLP	QGZ	914	HU
CNE	JMV	728	HU
WSK	VLG	919	U
OVR	EYP	712	N
JUO	PNU	256	N
CIC	MJU	555	N
HBP	CTS	144	N
WKT	TVY	749	U
CBJ	OEF	139	N
EUI	NXH	318	HU
TLF	AKP	471	U
DQP	BKX	503	N
JOZ	OLL	613	N
JKR	ZJB	280	N
XSN	TNS	387	N
TCY	FPI	654	HU
YJG	RQR	528	HU
FUM	NSL	609	U
JFO	QRS	831	HU
JOZ	SJI	485	N
RPM	VQO	550	HU
FLU	FMK	396	U
JHG	HMA	416	HU
IEG	UXP	404	HU
PGE	UES	178	N
KNR	TSF	402	HU
UKJ	JLJ	392	HU
PBC	TRK	908	U
FAF	SWN	947	HU
LNA	RWH	396	HU
IRB	HSX	876	N
LGB	EOH	443	N
LHY	DMV	676	N
NIV	PBY	936	N
KJH	HXK	221	N
RXJ	HCB	441	HU
EKM	ZTU	405	HU
KUI	LQN	493	U
RGQ	WNA	479	U
VQA	FPR	451	HU
RNW	XSS	311	U
HSU	JCF	194	U
HSX	JYB	881	U
YXD	MPP	378	HU
TBC	SZB	574	U
BGA	QTZ	697	U
SJN	UCW	705	HU
RWT	UXP	548	N
NLV	ZLP	330	U
GZM	FVE	444	HU
HSX	SZB	279	HU
MQI	UKJ	599	HU
UWM	KEU	215	U
ZFO	WOV	619	HU
MFZ	OUA	800	U
HDZ	TAY	453	N
JIJ	EIQ	334	U
DKD	DXL	555	N
SXN	VLW	286	U
CST	ABO	686	HU
EOZ	VQO	827	U
QPT	ATK	411	N
GHK	JGK	607	U
UEA	ZWY	643	N
KGO	EYP	561	U
GFC	CTS	716	N
XAD	BEX	387	N
XSS	DDV	557	N
FCU	LBB	703	N
UKJ	DKD	487	U
HRF	LZB	527	U
GAM	RBW	340	N
QSD	KJH	598	HU
IKW	BAC	286	N
VQE	FGF	111	N
PRR	OBI	601	HU
PAE	WBY	597	HU
KFE	WDQ	363	HU
ICL	ANY	446	U
TBC	KWZ	361	HU
VLG	NRU	501	HU
LBB	IHN	773	HU
YBV	CBF	476	HU
UHB	OVQ	426	N
EKM	TSF	644	U
QOY	MYZ	984	HU
SST	TKJ	715	HU
YJP	HGP	1011	N
BMT	FQW	630	N
GFM	JFB	292	U
HCB	XPK	479	HU
YZD	EBF	287	N
DMP	QSU	85	N
CKH	QFW	577	HU
OUQ	EKM	609	U
ZAG	STC	597	HU
TCY	QOW	618	HU
JNF	LGV	393	N
SBP	FQM	779	U
QQE	ARR	286	U
OFO	XBA	687	N
MRZ	RFL	560	N
QGE	DOO	236	HU
SXR	RKE	302	N
BXZ	IPZ	359	HU
HEP	ZZE	629	HU
LGV	FDB	679	HU
OPV	JCF	348	N
UWT	MOI	97	HU
DAZ	PCI	949	N
SWT	LND	371	U
IFV	SJN	486	U
HQQ	OFO	266	U
ABO	NWY	287	N
RZN	OJA	625	N
BHB	YHO	234	U
FDB	DMP	595	N
AQD	TBC	579	U
NIU	WER	283	U
FGF	RDQ	517	U
UDH	ZCV	646	U
EPW	CIN	949	U
HFG	QYR	365	U
PGR	GWX	927	HU
ONE	KWZ	451	U
XLY	LNA	653	HU
ZQJ	TIP	968	U
PAD	NXQ	180	N
WOV	RGQ	744	N
RRJ	DYE	322	HU
GOX	BAB	629	N
ZMJ	FZM	381	N
VHO	ZPO	232	N
NXX	DVB	408	U
YJP	BTW	919	U
MCY	UEB	578	U
XHF	SZB	631	HU
IFV	PGZ	568	N
YXQ	FGF	664	N
OVR	VHO	440	U
DKD	YZD	628	HU
ZGX	SXR	253	HU
VQC	ETI	502	N
RRN	YTD	752	U
XPK	YQX	546	HU
MLJ	WXR	885	N
RPD	JEG	410	HU
YAD	SEH	796	HU
ALJ	SZB	430	N
GXL	IIR	339	N
LKF	SFL	430	HU
JIA	XVT	392	N
TYP	EFC	604	HU
MYZ	ZMF	530	N
DVF	LAE	442	N
UUZ	JEG	414	U
HWA	JIJ	337	N
SWV	GXL	750	HU
YSR	PML	558	N
XLY	CNE	494	U
GOX	JEG	157	U
EWS	CEP	593	U
JTW	MNR	793	HU
YWP	XDF	439	U
GBP	QOY	470	U
QGP	XVV	775	U
DNL	ONK	488	HU
TSF	FAF	926	HU
PML	BIA	443	U
QFG	DKD	1004	U
MQI	HGC	331	U
JMU	ZKP	410	N
EOB	BBP	708	N
OKW	ZIM	392	HU
YYU	BKX	557	HU
JCZ	FSX	652	N
RQF	TYP	592	HU
UEB	WDQ	510	HU
NWY	OCA	726	HU
LZB	FFJ	955	N
SIV	ITQ	706	N
JGK	HPA	437	U
PIH	RPP	922	HU
RPM	LKR	401	HU
XVT	QPT	832	N
HQQ	EBF	538	N
ZUO	KPZ	112	U
QES	RJY	422	U
PBC	KLF	499	HU
UEB	YFS	653	HU
YXD	NGS	655	N
VPX	CDH	533	U
YHO	GOX	396	N
UAZ	RRJ	249	N
OEF	EVT	802	HU
EOB	RVS	567	HU
TVY	WNA	375	N
UFZ	QRS	949	HU
JRG	OWU	132	HU
CKH	SFM	652	U
FPH	OZR	783	U
UYB	MTJ	392	U
XAH	FQM	659	U
ONE	BHB	771	HU
YJP	LRA	319	HU
HRI	HGA	358	U
NLP	OZR	294	HU
YPC	VKO	516	N
BIA	JYB	443	U
MPP	PBY	251	U
GTY	XAD	521	U
DOJ	JUO	516	N
RCT	SMD	357	U
BGC	LPO	1120	HU
YVI	UDF	538	HU
ABO	SIF	472	U
VKO	MGV	451	U
OUQ	KOV	351	HU
JLY	QJQ	671	N
RBW	APT	470	HU
CGW	NYT	503	U
CXU	WKS	339	N
WTC	GWX	845	N
JRF	ZTW	851	HU
ZIH	CIU	493	U
PBY	JFO	647	N
QVP	QPJ	820	U
WVH	LGB	258	HU
JKR	YCO	317	N
ZFS	ZFO	259	N
IKB	TWD	1029	U
ZAG	SSS	671	N
KCM	BAX	382	HU
GAF	QSD	506	HU
VPO	ACC	616	N
FPR	QFG	725	U
DOA	OWU	515	HU
SSS	EDR	376	U
JNF	DRR	106	N
EDR	IEE	573	U
WIQ	MJU	494	U
TPT	XKJ	381	HU
IWU	SBP	764	N
FRM	BSF	393	HU
RUB	WAL	413	N
QFG	SIV	475	N
SFM	ITZ	426	HU
SRZ	QVW	483	HU
XED	XJY	521	HU
HBF	CQH	382	HU
PNL	EIV	100	N
HRI	LIP	534	U
BHP	FPH	365	U
SZE	VWX	609	U
WER	RBX	374	U
QMZ	OLL	768	HU
AEK	YBB	612	HU
UKX	BTW	487	N
SZE	AJU	386	HU
WVY	OJA	359	U
PPW	GAF	454	N
SJI	LZB	701	HU
MYG	UYG	633	U
JTW	PNU	814	N
UAD	ZQM	650	N
BIA	VKO	471	HU
NXA	TWD	787	U
YYE	JUO	752	N
RKX	EBF	689	HU
OQM	UKE	578	HU
DQP	DXL	707	N
LZB	HCB	412	U
LOB	QVP	432	U
VKS	PGZ	198	N
XWM	OUA	157	U
PTO	XGS	495	HU
EDR	TGZ	416	N
UDI	TDX	630	U
NTD	YFV	190	HU
HDZ	UAD	729	U
SOW	CNE	795	N
OQM	MHM	217	N
XTN	DOO	228	U
RBL	RRN	526	N
PUS	KGO	240	U
PRR	LQN	17	HU
GYR	RYV	372	U
QJQ	RWW	843	N
SHG	GBV	716	HU
ZMO	EKM	500	U
CJG	VOA	551	HU
NIV	HRI	824	U
JRF	SEH	625	HU
VSQ	EBF	301	N
DVH	BZC	777	U
TCY	IUQ	547	HU
UYU	AKI	333	HU
YQI	NRU	450	N
UDI	RPM	429	N
IGF	WJZ	445	N
BXZ	KQH	639	U
SIM	YJG	804	HU
EEZ	RCT	1027	HU
HPD	MIA	736	U
VJA	TUF	454	U
CBV	LPD	837	N
EWS	VSG	316	N
ILR	XXS	319	U
SIM	GEM	273	HU
SOQ	SIF	131	HU
XDF	NYT	294	U
EKM	EAW	631	U
MTJ	JIA	655	N
TSM	ZWP	482	U
RXJ	UFZ	646	HU
XQU	ADN	672	U
ZGX	LBB	587	N
UWR	BNC	790	HU
ZXZ	UFZ	457	U
BGA	DNH	230	U
MVX	CIC	586	N
QRG	JLJ	516	HU
UWV	TBE	793	U
BXZ	KAP	687	HU
ZGX	IEG	758	N
PAE	DKD	573	U
BLT	URY	259	U
AEL	ZVR	239	HU
VIX	PNL	320	HU
FWD	UJF	505	N
OWR	QSU	807	N
ITQ	AKI	614	U
DWF	VRW	388	HU
HFJ	UJF	320	N
SST	YCP	566	N
SFB	JCZ	410	HU
NLP	IUQ	429	N
DMR	NVN	570	N
MHM	IHN	274	HU
ITZ	NRH	640	U
WTC	FPI	237	U
HWA	HXK	658	U
HES	AVM	454	HU
VXP	LKF	435	U
JAZ	ZWM	466	HU
MQI	OBI	500	U
QHW	MQI	436	HU
OBI	LBB	514	U
GOX	JOZ	808	U
VLG	ZWY	747	N
JLJ	HXU	734	N
UUM	BKX	613	HU
WKT	EAW	523	U
DKD	XPK	382	U
ZWM	JIA	493	HU
NRH	EEM	591	U
LKR	RBX	586	N
FUZ	GCA	365	HU
BUS	BDV	673	HU
IOY	APT	426	HU
SLR	GAF	592	U
FTT	YHO	158	N
RGQ	BDV	425	N
HNK	PPW	868	U
RCT	TQE	589	HU
ZTW	HIB	766	HU
KHM	BGC	706	U
TKJ	LZB	685	U
RDQ	SST	324	U
XKP	QQE	685	HU
FMK	MTJ	605	N
NXH	SXR	495	N
YFF	DVH	743	U
BMT	YBW	303	HU
OJA	OBY	282	U
EDR	DRR	278	HU
BXQ	RQF	663	HU
BHB	KOV	683	HU
DOO	FAF	204	N
CIC	EKM	323	N
WAH	YPC	800	N
CTS	VLG	522	U
ODH	YPK	724	HU
NLP	QOW	971	U
JNF	SOD	586	U
TCY	RZN	514	U
WXR	PML	512	U
TKE	MCY	776	HU
EVS	DOJ	773	HU
CST	QJQ	558	HU
BNC	NBS	89	HU
HDZ	NSL	403	U
NKZ	SQA	315	U
SOD	PAE	315	HU
DDK	CCI	322	HU
IEE	HGC	467	U
GGJ	TKE	255	U
SKK	QHW	594	HU
PAE	MYG	609	N
NZY	TKE	627	HU
ZIH	ZQJ	729	U
XPK	RRJ	601	HU
MIA	MRZ	437	HU
BBH	KNI	364	HU
MIW	UIO	840	HU
WGA	VPO	528	HU
GZO	KRA	452	U
IGF	RPP	419	HU
CHM	JZZ	499	U
SAQ	YCO	452	HU
VJA	RJX	800	HU
ZKP	ZTU	670	N
HCB	ZCV	509	U
GIC	LAE	715	U
XEW	TQE	622	N
VHO	XAP	980	HU
HCB	BUS	693	HU
BUS	KSL	346	U
VWW	OUQ	774	HU
PPI	GBV	375	HU
RWW	BQI	790	N
QGQ	ZAG	369	U
RRN	OPV	546	U
BCS	NLV	745	HU
GOX	SEH	349	N
ZVR	NZY	523	N
XCD	PYK	427	U
SAQ	UEA	593	HU
NXA	YQX	789	N
WAL	FLU	717	N
RWH	SST	766	N
QGP	UBZ	510	HU
EUI	XKY	276	U
EOB	ZWY	83	U
HSU	UDI	702	U
ZZE	MHR	20	N
IEE	GWX	529	U
XMH	HBF	667	N
XKJ	RGG	754	U
FSX	YZF	538	U
QGE	TUF	565	N
EBF	DOA	383	U
XEW	MGS	602	HU
MZD	UKE	368	U
LKR	XKJ	462	U
YUI	BBP	516	HU
RWC	KUI	102	HU
JOJ	PML	507	HU
PPI	TKE	806	HU
CST	FUX	804	HU
ROO	SHG	590	U
QES	QYR	333	HU
CBV	UYG	580	U
EUI	WFM	560	HU
UWR	GFC	640	N
RUO	QOW	475	N
SRE	OMK	715	U
FCU	MGI	731	HU
OCA	BDV	448	HU
HEP	YXQ	226	HU
YVJ	GOX	555	U
TVY	LRF	447	U
EEZ	DWZ	613	U
GBP	RDQ	613	N
YQX	CLK	606	HU
JIJ	SFB	660	U
EKM	QXV	466	HU
ENT	SRE	578	HU
NYT	SXR	615	U
ZWP	DEG	828	N
KUI	ZLP	417	HU
IPY	CGW	952	HU
JHG	RWT	607	U
GFM	BHP	257	N
QMI	ZUO	424	U
ZVX	HGD	750	N
JHG	XQU	769	HU
JPB	EFU	459	N
JRG	ZVR	332	HU
HGD	FZM	538	HU
OKU	FTT	412	U
SJN	KRP	451	HU
WFM	GED	907	N
KDV	YXH	656	HU
OUQ	FXR	404	U
JFB	LZJ	266	N
XHN	ZWD	543	HU
LUO	MRZ	739	HU
PPI	HSU	842	HU
FDB	ZFO	606	HU
EDR	CLK	167	U
VFO	WBY	230	U
ZTY	VSF	500	N
VKC	KDV	572	HU
UEN	MLJ	479	U
LGB	RPM	429	HU
ZOP	KUA	633	N
NXX	MGS	456	HU
HRF	KUL	597	U
HES	BTW	742	U
HGW	BWO	535	U
NXX	FRM	463	HU
PPI	CCI	577	U
UFZ	IHI	620	U
EFU	WCN	741	HU
TWZ	JMX	526	N
FCU	GFC	906	N
JCZ	QRG	545	U
ZWP	YWP	328	HU
CDE	SBH	592	N
ZTU	OMV	353	U
NVT	OQA	850	N
NVN	XBA	625	U
DDC	BQC	709	N
APT	XQU	193	N
IOI	EPW	574	N
KNG	RXJ	330	N
NRH	VLW	547	N
NXX	VQC	879	U
VLW	NYT	633	HU
EVT	WTO	449	HU
EDI	IAR	360	U
DYX	XAH	455	N
VKG	LWN	628	U
BAX	XUL	531	N
NRH	JLJ	258	U
ROO	YMC	196	HU
QRM	XSS	431	N
JLP	WCN	682	U
LNA	SOD	822	HU
TSF	YTD	620	U
LOB	XWM	330	HU
FIW	BGV	322	N
SMD	JKU	775	HU
QTZ	NXR	257	HU
VSJ	YJG	587	N
BBH	GZM	472	N
DMV	EVS	715	U
GVS	TBC	754	N
SST	NDQ	731	N
XBA	ZUO	511	U
VLW	JCH	651	N
UNO	XBA	5	HU
QVP	BTY	280	HU
NCW	AQD	537	N
CZY	THN	326	N
FPI	ZJY	431	U
SZB	JKU	767	N
DGN	FVE	552	N
GBP	XSK	629	HU
SWT	YUI	599	HU
EEM	GYR	382	N
UCW	ROO	760	N
KAP	LOB	363	U
FIX	SXR	762	U
GZE	OKW	390	U
BGC	NOI	548	N
EBF	BMT	554	N
CIU	CFU	699	HU
JHZ	LAE	538	U
GFC	KKP	692	HU
UES	FPI	644	U
ZJB	EFC	330	U
LNA	RPP	667	N
YBB	UNO	513	N
EYP	QMI	406	U
CIC	UYY	839	HU
NXX	EBF	147	U
ZCR	ONE	429	HU
TAH	BQI	523	N
BXZ	GAM	291	N
JIA	XWG	432	HU
ZHF	RKX	745	HU
BHA	JGG	185	U
IAQ	XAD	671	U
UIZ	EBF	659	HU
AXT	TYL	380	U
JLY	SKK	464	N
EZW	YZF	364	U
KDV	WJZ	597	N
YQX	KQK	511	U
MGV	OJH	395	U
JPU	FFJ	359	U
DVT	BIA	585	U
ODH	FZP	717	HU
HMA	SOY	522	N
YKU	PNL	518	U
MTP	YVF	429	HU
RKE	PGZ	559	N
SST	XVV	158	U
SQN	LRM	496	N
HEP	TYP	281	U
ZTU	RDR	558	U
YCO	NOG	186	HU
WCF	GWQ	551	HU
UUM	ZJB	121	N
BBH	ITZ	525	U
KNG	DYX	212	HU
NXX	GGJ	361	N
ANY	ZFS	484	U
IPY	BXZ	472	N
BKV	NOI	687	N
GWX	AOF	238	N
FSK	SQA	355	HU
OVH	EDR	631	N
BCS	KOK	274	U
JLY	LKF	532	N
BMV	WPL	576	N
XSS	OMZ	433	U
OGD	QRS	562	U
VPX	RWW	563	HU
KLF	VKG	545	HU
HBF	DDV	802	HU
FUX	CYO	593	HU
QRG	XUL	375	N
XKP	AUE	1020	N
DSB	UKX	289	N
BBH	QYJ	691	N
XLY	ZZG	469	U
AEG	PGD	328	U
UOA	HJH	217	N
EFC	RJY	699	N
SKP	UWM	499	U
GOX	RPM	256	HU
QRG	BKX	512	U
EJZ	URW	617	HU
DRL	FXR	163	HU
ZZG	ERF	480	N
VQC	YJP	550	N
XVD	TYL	538	N
RQF	QSJ	452	N
QRM	RBX	273	HU
VZB	KLF	727	N
WPO	KUL	459	N
KPY	SWX	717	HU
UWT	PBC	623	HU
KUL	ARR	571	HU
DKD	SWT	516	N
FIW	QJQ	382	U
HPA	HJH	512	HU
EFK	WTO	428	U
TSF	IPY	539	U
UQR	EVS	438	U
FIX	BKX	783	U
ANY	RNW	48	HU
SRE	OVR	803	U
UYG	VKS	347	U
HZE	CJM	506	N
JMX	FRM	819	U
SRE	KHM	215	N
HXK	WTJ	534	HU
BUP	HFP	507	N
ZPO	EFK	640	HU
ZPO	GVS	16	HU
EQF	ONE	615	U
JFO	VEK	163	N
JHH	IJD	423	U
QFW	ABO	317	HU
TKE	XLY	520	U
ZWD	QPJ	414	HU
SDJ	TBY	353	HU
BQC	UDH	269	U
YZD	EDR	851	U
YVI	GOX	402	U
NRU	JCF	394	N
OMV	CIC	744	U
GOX	BAB	376	U
IWU	BAE	393	HU
RGG	DMV	762	U
LPK	UWM	217	N
PZL	KEU	416	HU
PAE	IFV	359	HU
BMT	UYG	596	N
TTP	XTP	438	N
FLU	GIC	594	HU
ONC	HJX	461	HU
CCI	UAD	652	N
NDU	WSK	439	U
PMV	OHP	1068	HU
DVR	HEG	405	N
JGK	QXV	781	U
ZUO	FEL	337	U
DMP	NOI	406	U
JTW	WNA	611	U
TWD	NIV	598	U
DPJ	KUA	451	U
HGC	FZZ	527	HU
BBH	YFV	499	U
ZTY	YVJ	666	U
BLT	FGF	564	HU
FPH	HPD	609	N
JCH	KVQ	902	U
IWU	CZY	534	U
RRN	XKP	416	N
THJ	ABO	214	N
KNR	RGQ	337	U
IIR	YCP	328	U
QOW	KHW	714	U
EIQ	SOD	247	U
GOJ	WTJ	800	N
MCY	NRH	520	HU
NWY	KOK	286	HU
KLF	ENT	599	HU
IAQ	LZB	646	HU
ZUO	DGN	758	N
FAF	IBK	752	HU
WGA	MDP	608	U
UKX	XSK	524	N
KUA	TCJ	259	U
CBO	JCF	714	HU
TTS	ZIM	600	N
AJH	NGA	464	N
CTS	YJP	581	U
ZOP	RDO	420	HU
ZFO	THI	268	HU
TSF	QZJ	646	N
YSR	QMI	497	HU
EBF	KZQ	754	U
VRW	ZOP	272	HU
BDV	VFO	502	HU
PBC	GAM	625	HU
YMC	ROO	335	U
RUO	KNG	577	N
TDX	VKO	499	HU
UQU	SKP	425	HU
MGV	KHM	438	N
KPZ	NGH	545	U
NXR	DRV	429	N
GMI	OJH	591	HU
JPU	TBY	206	HU
LPO	YZD	143	N
ZMF	EZW	442	N
JGG	NOH	416	N
LRF	VLG	276	HU
GZC	TCY	447	HU
RAE	EFU	701	HU
PUS	HJH	290	HU
NGS	DYX	679	U
LRF	SYS	674	HU
HWA	GOX	415	U
KPY	LUO	610	U
SWT	AGK	553	HU
DWZ	GBP	350	N
MOI	JOZ	435	U
NOI	NXA	340	HU
NZW	PWS	464	HU
SUS	PPW	621	N
SMD	VSJ	935	N
RCS	OKW	283	U
LIP	CBJ	811	U
KPY	UEN	309	U
BIA	PIH	579	N
JHG	XLY	165	HU
UDH	HVJ	637	U
ZLP	PGR	444	HU
UUZ	HSU	191	HU
GFM	DAZ	561	HU
ZVD	DNL	524	U
GRC	JMU	466	N
VKS	PUS	217	U
GCA	WDQ	659	N
FSX	XKY	387	HU
DKD	VFO	455	U
VOM	SXR	509	HU
JXG	EIQ	656	U
HIB	BMT	356	U
HGA	FUZ	287	U
TYP	ZGI	943	HU
VSG	BXQ	462	U
PML	DVF	170	N
AJH	JGG	452	N
JMX	BQC	471	U
VHO	TGG	520	U
VKO	UWT	594	U
EBF	KPY	297	HU
LNA	YVJ	610	U
MYG	OUG	190	HU
SXR	UDI	645	HU
IGF	LPD	764	N
TSF	FVE	664	N
